Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Centro Odontoiatrico La Meridiana S.R.L.,Dentista,,045 844 5390,"Località Canove, 1",Affi,,,,,,,,,,,
Alberto Valbusa,Dentista,,045 723 5188,"Via Napoleone, 8/a",Affi,,,,,,,,,,,
Agordomedestetica,Dentista,,0437 640051,"Via Fadiga', 1",Agordo,,,,,,,,,,,
Monica Bulf Studio Odontoiatrico,Dentista,,370 362 8639,"Via Insurrezione, 19",Agordo,,,,,,,,,,,
Creston Gianfranco,Dentista,,045 700 1333,"Via Teiolo, 81",Albaredo D'adige,,,,,,,,,,,
Cosenza Marco,Dentista,,045 660 0230,"Via Ponte Asse, 6",Albaredo d'Adige,,,,,,,,,,,
Studio Dentistico Dott.Ssa Milena Stanojevic,Dentista,https://m2dentalteam.it,0423 915212,"Via de Gasperi, 13",Altivole,,smodonto@libero.it,https,React,Sì,"Automattic, Inc",75,95,92.00,Sì,No
Centro Odontoiatrico Agordino,Dentista,,0437 646191,"Via Insurrezione, 16/D",Agordo,,,,,,,,,,,
Studio dentistico Dott. Erbisti Lorenzo,Dentista,,389 822 3174,"Via L. Einaudi, 2",Affi,,,,,,,,,,,
Studio Dentistico Dott. Dotta Galvano,Dentista,http://www.studiodentisticodotta.com,0437 62446,"Via Raffaele Costa, 47/a",Agordo,,dottagalvano@alice.it,https,React,No,Aruba S.p.A,64,88,92.00,Sì,No
DONADENT Studio Dentistico Albaredo d'Adige,Dentista,http://www.donadent.it,045 660 0162,"Via Guglielmo Marconi, 7/b",Albaredo d'Adige,,info@donandent.it,https,WordPress,Sì,Keliweb S.R.L,45,71,100.00,Sì,No
Dental 3d Snc,Dentista,,0444 522708,"Via Ticino, 5",Altavilla Vicentina,,,,,,,,,,,
Studio Dentistico Fracasso Saggin STP,Dentista,,0444 370309,"Via Torino, 3/A",Altavilla Vicentina,,,,,,,,,,,
