Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Bozzelli Dott. Giovanni Dentista,Dentista,,0881 594022,"Via Gianbattista D'Avanzo, 103",Roseto Valfortore,,,,,,,,,,,
Studio Dentistico Mariano Dr. Nicolo' Mariano Nicolo',Dentista,,0881 593178,"Via Fuori Porta Garofalo, 154",Biccari,,,,,,,,,,,
Novia Eupilio,Dentista,,0881 986050,"Via Torquato Tasso, 16",Accadia,,,,,,,,,,,
Studio Odontoiatrico Netti,Dentista,,0885 330089,"Via Indipendenza, 12",Carapelle,,,,,,,,,,,
Studio Dentistico Dott.ssa Lucera Lucia,Dentista,,0881 591932,"Via Roma, 230",Biccari,,,,,,,,,,,
Studio Dentistico Carcagnì Dr.ssa Marcella - Sparasci Dr.ssa Lucrezia,Dentista,,0836 571606,"Via Michelangelo Buonarroti, 11",Martano,,,,,,,,,,,
Studio Dentistico Palladino,Dentista,,0882 475120,"Via D Chiesa, 25",San Nicandro Garganico,,,,,,,,,,,
Infante Angelo Damiano,Dentista,,0885 661023,"Via Fontane, 16",Ascoli Satriano,,,,,,,,,,,
Studio Dentistico Dr.ssa Roberta Balzano,Dentista,,351 610 3147,"Via Satrico, 6",Ascoli Satriano,,,,,,,,,,,
Dott. Grassotti Potito,Dentista,,0885 661214,"Corso Vittorio Emanuele II, n•2",Ascoli Satriano,,,,,,,,,,,
Di Nauta Ettore,Dentista,,0884 80832,"Via Tenente Michele Ferrante, 2",Cagnano Varano,,,,,,,,,,,
Studio Dentistico Dr. Giuseppe Di Maggio,Dentista,,0884 8432,"Via Montegrappa, 74",Cagnano Varano,,,,,,,,,,,
Bisceglia Mario,Dentista,,0884 80827,"Via Dante Alighieri, 25",Cagnano Varano,,,,,,,,,,,
Dr. Fabiano Vitacolonna,Dentista,,368 543 078,"Via Montegrappa, 5",Cagnano Varano,,,,,,,,,,,
Studio Odontoiatrico Manobianco,Dentista,,0884 992122,"Via Mazzini, 197",Carpino,,,,,,,,,,,
Centro odontoiatrico dott. Mattioli Lucio,Dentista,,338 210 9831,Via Mazzini,Carpino,,,,,,,,,,,
Studio dentistico Dr. Benito Pennacchio,Dentista,https://dottorpennacchio.it,0882 222011,"Via Pastrengo, 38",San Severo,,studiodentisticodrpennacchio@gmail.com,https,Shopify,No,Netsons s.r.l.,82,100,100.00,Sì,No
Dental Hub,Dentista,http://dental-hub.it,031 366 0473,"Via Provinciale, 4",Anzano del Parco,,info@dental-hub.it,https,Laravel,No,Keliweb S.R.L,79,97,85.00,Sì,No
Nuzzo Euplio Antonio,Laboratorio dentistico,,0881 981998,"Vico VI Mirabella, 1",Accadia,,,,,,,,,,,
Vigliaroli Eloisa,Dentista,,0884 997221,"Via Maestra, 55",Carpino,,,,,,,,,,,
Studio Dentistico Dott. Giovanni Talarico,Dentista,,0973 663803,"Via Roma, 14",Castelluccio Inferiore,,,,,,,,,,,
Studio Dentistico Santamaria,Dentista,,328 663 6772,"Via Guglielmo Marconi, 59",Castelluccio Inferiore,,,,,,,,,,,
Di Perna Giuseppe,Dentista,,0882 645049,"Via Piave, 9",Apricena,,,,,,,,,,,
D'Uffizi Dr. Vincenzo,Dentista,,0882 643744,"Via Luigi Galasso, 45",Apricena,,,,,,,,,,,
Studio Odontoiatrico Specchiulli Alessandro,Dentista,,0882 645781,"Via Duca delle Puglie, 37",Apricena,,,,,,,,,,,
Studio Odontoiatrico Dei Dott. Aquilano Francesco E Didonna Gabriella,Dentista,,0882 646546,"Via Luigi Galasso, 75",Apricena,,,,,,,,,,,
Dental Studio - Dr. Cavotta Francesco,Dentista,http://www.dentalstudiocavotta.it,329 315 7311,"Piazza Vittorio Veneto, 1",Foggia,,,https,WordPress,No,Google LLC,65,85,92.00,Sì,No
Simone Dr. Savino,Dentista,,0885 661392,"Via Pietro Giannone, 24",Ascoli Satriano,,,,,,,,,,,
Laboratorio Odontotecnico DDS di Campagna Stefano & Cavallo Alfonso,Laboratorio dentistico,,0882 643255,"Via Vostok, 10",Apricena,,,,,,,,,,,
Tartaglia Francesco Sebastiano,Laboratorio dentistico,,0882 304240,"Via Melissa, 52",Apricena,,,,,,,,,,,
Studio Medico Odontoiatrico e Medicina Estetica - Dott.ssa Miriana Coscia,Studio medico,,349 405 3887,"V.le Regina Margherita, 11",Celenza Valfortore,,,,,,,,,,,
