Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Studio Dentistico Dr. Paolo Bizzoni,Dentista,,338 759 3802,"Centro Commerciale Il Corso - Viale Padre Giovanni Minozzi, snc",Amatrice,,,,,,,,,,,
Studio Dentistico Dental Center,Dentista,,0775 441727,"Via la Stazza, 34",Alatri,,,,,,,,,,,
Agosta Dr. Salvatore,Dentista,,0932 762758,"C.le Fosso Tantillo Pirato Quartarella, 19B",Modica,,,,,,,,,,,
Agosta Dr. Vincenzo,Dentista,,0932 654620,"Via Domenico Cavallaro, 30",Ragusa,,,,,,,,,,,
Agosta Dott. Marzia,Dentista,,011 660 1176,"Corso Moncalieri, 72",Torino,,,,,,,,,,,
Studio dentistico de padua,Dentista,,0775 855614,"Via Fedele Calvosa, 7",Frosinone,,,,,,,,,,,
Ceccarelli Dr. Giorgio,Dentista,,0763 733783,"Via Roma, 109/A",Acquapendente,,,,,,,,,,,
Franco Roberto,Dentista,,0763 734777,"Via G. Marconi, 21",Acquapendente,,,,,,,,,,,
Sorrident,Dentista,,0775 961247,"Via Giuseppe Verdi, 14",Frosinone,,,,,,,,,,,
Dent.AL | Dr. C. Mocci _ Dr.ssa G. Pascarella,Dentista,http://www.dent-al.com,0766 967738,"Via Civitavecchia, 37",Allumiere,,info@dent-al.com,https,React,Sì,OVH SAS,64,62,92.00,Sì,No
Studio Dentistico Del Dott. Francesco Romeo,Dentista,,0775 435456,"Via dei Manni, 2",Alatri,,,,,,,,,,,
STUDIO ODONTOIATRICO SIMEONE - MORIELLO,Studio medico,,0775 434753,"Vicolo Orto Pecci, 5",Alatri,,,,,,,,,,,
ML Dental,Dentista,https://mldental.it,0775 441743,"Corso Re Umberto I, 30",Alatri,,info@mldental.it,https,Shopify,No,Serverplan s.r.l.,62,88,92.00,Sì,No
Studio Associato Arduini e Zuccaro,Dentista,http://www.clinicaodontoiatricaarduinizuccaro.com,0775 854519,"Via Fratelli De Filippo, 17",Frosinone,,arduinizuccaro@hotmail.it,https,WordPress,Sì,"Cloudflare London, LLC",62,71,92.00,Sì,No
Ambulatorio Dentistico Centro Odontoiatrico Sant'Andrea,Dentista cosmetico,,338 927 1209,"Via Roma, 59",Sant'Andrea del Garigliano,,,,,,,,,,,
