Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Cucci Dr. Giuliano,Certified public accountant,,0833 554923,"Via Gioacchino Rossini, 2",Ugento,,,,,,,,,,,
Studio Tributario Sondra Generali,Tax consultant,,351 988 8231,"Via Antonio Gramsci, N.58",Lizzanello,,,,,,,,,,,
D'Ambrosio Dr. Paola,Certified public accountant,,0833 556967,"Via Marchesi di Ugento, 42",Ugento,,,,,,,,,,,
Studio Basile Dr. Luigi - consulenza fiscale e del lavoro,Employment consultant,,0833 556894,"Via S. Congedi, 61",Ugento,,,,,,,,,,,
Studio Contabile Minenna & Associati,Financial consultant,,0833 556657,"Via Ancona, 59",Ugento,,,,,,,,,,,
Con.Fin. Sud Sas Di Benito Giannone & C.,Business management consultant,,0832 654127,"Corso della Repubblica, 12",Lizzanello,,,,,,,,,,,
Lisi Giulio Fernando,Certified public accountant,,0833 555410,"Via Sassari, 2",Ugento,,,,,,,,,,,
Studio Associato Ricciato - Rizzo (Dottori Commercialisti),Accountant,,0832 194 3179,"Via Giosuè Carducci, 25",Veglie,,,,,,,,,,,
Frisenda Salvatore Studio Commerciale E Del Lavoro,Financial consultant,,0832 967684,"Via Vincenzo Gioberti, 9",Veglie,,,,,,,,,,,
Rag. Mariano Pendinelli,Accountant,,0832 966245,"Via Vittorio Veneto, 98",Veglie,,,,,,,,,,,
Studio FTM,Physical therapist,,320 849 2686,"Via della Libertà, 14",Lizzanello,,,,,,,,,,,
Studio Dott.ssa Solidoro Ivana,Accountant,,0833 512617,"Via IV Novembre, 21",Casarano,,,,,,,,,,,
Ferilli Antonio Salvatore,Certified public accountant,,0833 512816,"Via Bormida, 12",Casarano,,,,,,,,,,,
Dott. Cosimo C. Tiziano Cataldi,Chartered accountant,,0833 599336,"Via Giotto, 4",Casarano,,,,,,,,,,,
Studio Legale Coluccia,Law firm,http://studiolegalecoluccia.net/,0832 968699,"Sito in, Via padre f. colelli",Veglie,,,https,Altro,No,GiDiNet,100,100,83.00,Sì - Disponibile (200 OK),No
Dott. Fedele Coluccia,Certified public accountant,,0833 513300,"Via Ubaldo D'Astore, 12",Casarano,,,,,,,,,,,
Studio Commerciale TMA | Dr. Margarito Marco - Dr. Trani Paolo,Accountant,,327 205 5058,"Piazza Umberto I, 1",Casarano,,,,,,,,,,,
Studio Consulenza Casto Palmina,Human resource consulting,,0833 512122,"Via Padova, 24",Casarano,,,,,,,,,,,
Studio Legale Musco,Lawyer,,328 694 8394,"Via Francesco Petrarca, 25",Veglie,,,,,,,,,,,
Studio Tecnico De Bartolomeo,Engineer,http://www.studiotecnicodebartolomeo.it/,0832 968003,"Via Giuseppe Mazzini, 66",Veglie,,,https,Joomla,No,Netsons,71,86,92.00,Sì - Disponibile (200 OK),No
