Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Lisi Giulio Fernando,Certified public accountant,,0833 555410,"Via Sassari, 2",Ugento,,,,,,,,,,,
Studio Associato Ricciato - Rizzo (Dottori Commercialisti),Accountant,,0832 194 3179,"Via Giosuè Carducci, 25",Veglie,,,,,,,,,,,
Studio Contabile Minenna & Associati,Financial consultant,,0833 556657,"Via Ancona, 59",Ugento,,,,,,,,,,,
Rag. Mariano Pendinelli,Accountant,,0832 966245,"Via Vittorio Veneto, 98",Veglie,,,,,,,,,,,
Cucci Dr. Giuliano,Certified public accountant,,0833 554923,"Via Gioacchino Rossini, 2",Ugento,,,,,,,,,,,
Studio Commerciale Vetrugno - Patronato EPAS - CAF Italia Veglie,Tax preparation service,,329 853 5365,"Via Spani, 44",Veglie,,,,,,,,,,,
Durante Dr. Giuseppe Studio Commercialista,Certified public accountant,,0833 571882,"Corso Giuseppe Galliano, 8/a",Nardò,,,,,,,,,,,
Caputo Davide Rino,Certified public accountant,,0833 567869,"Via A. Volta, 51",Nardò,,,,,,,,,,,
Sanasi Alessandro Andrea,Accountant,,0833 873164,"Via Luigi Einaudi, 14",Nardò,,,,,,,,,,,
Studio Gatto,Accountant,,0833 873078,"Via IV Novembre, 53",Nardò,,,,,,,,,,,
Studio Pellegrino Commercialisti - Revisori dei Conti,Accountant,,0833 836747,"Via B. Vetere, 2B",Nardò,,,,,,,,,,,
Studio Musca S.R.L.,Data recovery service,,0833 832450,"Via S. Giovanni Bosco, 10",Nardò,,,,,,,,,,,
Lupo Gianpiero,Certified public accountant,,0833 570500,"Via Grassi, 30",Nardò,,,,,,,,,,,
Studio Legale Coluccia,Law firm,http://studiolegalecoluccia.net/,0832 968699,"Sito in, Via padre f. colelli",Veglie,,,http,Altro,No,GiDiNet,100,100,83.00,Sì - Disponibile (200 OK),No
Lupo Giampiero,Certified public accountant,,0833 836748,"Via S. Pertini, 12",Nardò,,,,,,,,,,,
Studio Basile Dr. Luigi - consulenza fiscale e del lavoro,Employment consultant,,0833 556894,"Via S. Congedi, 61",Ugento,,,,,,,,,,,
Ferrara Gennaro,Accountant,,0833 571049,"Via A. Moro, 17",Nardò,,,,,,,,,,,
Studio Tecnico De Bartolomeo,Engineer,http://www.studiotecnicodebartolomeo.it/,0832 968003,"Via Giuseppe Mazzini, 66",Veglie,,,http,Joomla,No,Netsons,71,86,92.00,Sì - Disponibile (200 OK),No
Studio Commerciale Associato Cacciapaglia A. & Liguori I.,Certified public accountant,,0833 836242,"Via B. Vetere, 2",Nardò,,,,,,,,,,,
Tarantino Giuseppe,Employment consultant,,0833 871730,"Via Foggia, 5",Nardò,,,,,,,,,,,
Studio Associato Tributario Rag.Prete E Rag.Di Gesu',Financial consultant,,0833 567747,"Via A. Moro, 79",Nardò,,,,,,,,,,,
Bonsegna Dr Gregorio,Certified public accountant,,0833 564449,"Via A. Volta, 21",Nardò,,,,,,,,,,,
Nico Gianluca,Accountant,,0833 867654,"Viale XXIV Maggio, 130",Galatone,,,,,,,,,,,
Nocco Marino,Certified public accountant,,0833 867889,"Viale XXIV Maggio, 2",Galatone,,,,,,,,,,,
Fanciano Dr. Vincenzo Dottore Commercialista Consulente Del Lavoro,Certified public accountant,,0833 564585,"V. Roma, 21",Nardò,,,,,,,,,,,
"CED di Dell'Atti Liberato & Partners - consulenza lavoro, cedolini, assistenza previdenziale",Employment consultant,http://www.dellatti.com/,0833 562586,"Via Alfredo Oriani, 6",Nardò,,,http,Canva Websites,Sì,Keliweb,77,99,85.00,Sì - Disponibile (200 OK),No
Studio Colomba - Area Consulenza Sas,Accountant,https://www.studiocolomba.com/,0833 571905,"Via Messina, 17",Nardò,,segreteria@studiocolomba.com,https,WordPress,No,Aruba-DNS,56,70,77.00,Sì - Disponibile (200 OK),No
Studio Dott.ssa Federica Barone,Human resource consulting,,329 687 6941,"Via XX Settembre, 11",Nardò,,,,,,,,,,,
Studio RizzoTax&Law,Certified public accountant,,0833 865261,"Via S. Luca, 122",Galatone,,,,,,,,,,,
Caf e Patronato Encal Cisal,Tax preparation service,,0833 186 0415,"Via Roma, 63",Galatone,,,,,,,,,,,
Rag. Pisanelli Tommaso,Certified public accountant,,0833 862926,"Via Torquato Tasso, 16",Galatone,,,,,,,,,,,
D'Ambrosio Dr. Paola,Certified public accountant,,0833 556967,"Via Marchesi di Ugento, 42",Ugento,,,,,,,,,,,
Studio Terragno,Financial consultant,,0833 865380,Via Montello,Galatone,,,,,,,,,,,
Studio Scrascia,Certified public accountant,http://www.studioscrascia.it/,0833 865465,Via Raffaele Vaglio,Galatone,,,http,WordPress,No,Netsons,93,100,100.00,Sì - Disponibile (200 OK),No
STUDIO LEGALE DI CANDIA,Law firm,,0832 967378,P.zza Umberto I°,Veglie,,,,,,,,,,,
CAAF CGIL Puglia,Consultant,https://www.caafcgilpuglia.it/,0832 970278,"Via Giuseppe Mazzini, 39",Veglie,,info@caafcgilpuglia.it,https,PHP,No,Netsons,28,69,77.00,Sì - Disponibile (200 OK),No
Petracca Dr. Antonio,Accountant,,0833 865965,"Via Chiesa, 3",Galatone,,,,,,,,,,,
Rizzo M. - Resta A. Studio Legale Associato,Lawyer,,0833 864185,"Via Candia, 1",Galatone,,,,,,,,,,,
Olla Atzeni Giosue',Accountant,,0832 910511,"Via della Libertà, 89",Leverano,,,,,,,,,,,
G & D Progetto Impresa E Servizi Aziendali Societa' Cooperativa,Business management consultant,,0833 865437,"Via XX Settembre, 180",Galatone,,,,,,,,,,,
Calasso Francesco,Accountant,,0832 910967,"Via Dante Alighieri, 8",Leverano,,,,,,,,,,,
Damanzo Vittorio Suppressa Annarita Studio Associato Commercialisti,Certified public accountant,,0832 910325,"Via Filippo Turati, 1",Leverano,,,,,,,,,,,
Lucio Tramacere - Dottore Commercialista - Revisore Legale,Accountant,,339 646 6533,"Via Galileo Galilei, 48",Leverano,,,,,,,,,,,
Cazzolla Fernando Antonio,Certified public accountant,,0832 925543,"Via della Libertà, 8",Leverano,,,,,,,,,,,
Cazzella Dr. Fernando Salvatore,Certified public accountant,,0832 910883,"Via Cazzella Pompilio, 23",Leverano,,,,,,,,,,,
caf,Accountant,,339 179 9963,"Via Milano, 26.a",Galatone,,,,,,,,,,,
Studio Legale Avv Matteo Sportelli,Legal services,,0833 864467,"Via Cairoli, 69",Galatone,,,,,,,,,,,
Studio Commercialista Dott. Roberto My,Accountant,http://www.myroberto.com/,0832 911124,"Via dell'Uva, 30",Leverano,,studio@myroberto.com,http,Altro,No,Tiscali,100,100,91.00,Sì - Disponibile (200 OK),No
Studio Muscara Osvaldo,Accountant,http://www.studiomuscara.it/,0836 552966,"Via Galatone, 44",Seclì,,osvaldomuscara@libero.it,http,PHP,Sì,Web.com,76,97,85.00,Sì - Disponibile (200 OK),No
STUDIO TARANTINO,Driver and vehicle licensing agency,,0832 910102,"Via dei Tigli, 44",Leverano,,,,,,,,,,,
Supergest.Due S.R.L.,Shopping mall,,0832 922549,"Via Cesarea, 65",Leverano,,,,,,,,,,,
Romano Avv. Giuseppe,Law firm,,0832 911199,"P.za Fontana, 25",Leverano,,,,,,,,,,,
STUDIO DOTT.SSA ANNA CARETTO,Human resource consulting,,0832 520329,"Via Edificio Scolastico, 50",Trepuzzi,,,,,,,,,,,
D'Oria Dr. Francesco Commercialista,Accountant,,0832 756657,"Via Cesare Braico, 9",Trepuzzi,,,,,,,,,,,
Oliva Ermenegildo,Certified public accountant,,0832 757618,"Via Stazione, 12",Trepuzzi,,,,,,,,,,,
Valzano Dr. Francesco,Tax consultant,,0832 755807,"Via Tiziano, 5",Trepuzzi,,,,,,,,,,,
Cartoleria Geotecnica -Servizio plotter -Stampa digitale -Stampa su materiali flessibili e rigidi,Stationery store,,0832 753108,"Via 2 Giugno, 6",Trepuzzi,,,,,,,,,,,
Primativo Marco Dottore Commercialista,Certified public accountant,,0833 560913,"Via A. Volta, 51",Nardò,,,,,,,,,,,
STUDIO LAB,Business to business service,http://www.studiolab-srl.it/,392 743 8921,"Via Montebello, 27",Leverano,,info@studiolabsas.it,http,PHP,No,Aruba-DNS,60,83,85.00,Sì - Disponibile (200 OK),No
Frisenda Salvatore Studio Commerciale E Del Lavoro,Financial consultant,,0832 967684,"Via Vincenzo Gioberti, 9",Veglie,,,,,,,,,,,
Studio Medico Associato Dei Dottori Vergine Rocco Savina Giacomo Mar,Family practice physician,,0832 911064,"Via Goito, 2",Leverano,,,,,,,,,,,
Studio Legale Malerba,Lawyer,https://www.welinklegal.it/avvocato/avvocato-cassazionista/73010-veglie-italia/studio-legale-malerba-112,338 894 1699,"Via Bari, 63",Veglie,,,https,Errore: HTML e intestazioni non disponibili,,Gandi.Net,0,0,0.00,,
Studio Toma Dott.ssa Claudia,Bookkeeping service,,0833 502593,"Via Saluzzo, 44/A",Casarano,,,,,,,,,,,
Studio Dott.ssa Solidoro Ivana,Accountant,,0833 512617,"Via IV Novembre, 21",Casarano,,,,,,,,,,,
Ferilli Antonio Salvatore,Certified public accountant,,0833 512816,"Via Bormida, 12",Casarano,,,,,,,,,,,
Studio Milanese - Legale-Commerciale-Tributario,Certified public accountant,http://www.studiomilanese.net/,0832 967191,"Via Cesare Pavese, 3",Veglie,,info@studiomilanese.net,http,Canva Websites,Sì,Aruba-DNS,70,89,92.00,Sì - Disponibile (200 OK),No
Studio Legale Musco,Lawyer,,328 694 8394,"Via Francesco Petrarca, 25",Veglie,,,,,,,,,,,
Studio Commerciale Dott. Marco Casarano,Certified public accountant,,0836 543789,"Vico Chiesa, 10",Sogliano Cavour,,,,,,,,,,,
Dott. Cosimo C. Tiziano Cataldi,Chartered accountant,,0833 599336,"Via Giotto, 4",Casarano,,,,,,,,,,,
Studio Medico Polispecialistico M&M,Medical group,https://www.studiomedicomem.it/,0832 922330,"Via Alessandro Volta, 41",Leverano,,segreteria@studiomedicomem.it,https,Joomla,Sì,Aruba-DNS,45,66,100.00,Sì - Disponibile (200 OK),No
Dott. Cagnazzo Giuseppe,Cardiologist,,320 416 8316,"Via dell'Uva, 1",Leverano,,,,,,,,,,,
Agenzia dei Servizi CAF Trepuzzi,Tax preparation service,,392 615 6030,"Via John Fitzgerald Kennedy, 77",Trepuzzi,,,,,,,,,,,
"Studio Stefàno, Commercialista e Revisore Contabile",Accountant,,0833 591794,"Via Pancaldo, 1",Casarano,,,,,,,,,,,
Dott. Fedele Coluccia,Certified public accountant,,0833 513300,"Via Ubaldo D'Astore, 12",Casarano,,,,,,,,,,,
Maurizio Ferrari Studio,Hairdresser,http://maurizioferraristudio.it/,0832 753303,"Via Regina Elena, 35",Trepuzzi,,favicon@2x-1.png,http,PHP,No,Aruba-DNS,56,73,92.00,Sì - Disponibile (200 OK),No
Studio Caputo S.R.L.,Accountant,http://www.studiocaputo.com/,0833 862717,"Viale XXIV Maggio, 102",Galatone,,,http,Joomla,No,Aruba-DNS,0,0,83.00,Sì - Disponibile (200 OK),No
Rampino Avv. Giuseppe Studio Legale,General practice attorney,http://www.studiolegalerampino.it/,0832 756644,"Via Gaetano Brunetti, 57",Trepuzzi,,segreteria@studiolegalerampino.it,http,ASP.NET,No,Aruba-Hosting,70,79,91.00,Sì - Disponibile (200 OK),No
Studio Legale Pezzuto Avv. Andrea Francesco - Consulenza Legale - Trepuzzi,Law firm,,0832 181 5193,"Piazza Municipio, 6",Trepuzzi,,,,,,,,,,,
Studio Consulenza Zompì,Driver and vehicle licensing agency,,0833 591907,"Via Lucania, 04",Casarano,,,,,,,,,,,
E.D.A. Elaborazione Dati Aziendali s.a.s. - Dott. Sandri Sandro,Certified public accountant,,0832 932447,Via Don Rosario Trono,Copertino,,,,,,,,,,,
Studio Commerciale Pancosta,Certified public accountant,,331 106 5672,"Via Bengasi, 100",Copertino,,,,,,,,,,,
Sisinni Dr. Salvatore,Certified public accountant,,0832 758248,"Via Sant'Angelo, 233",Trepuzzi,,,,,,,,,,,
C D D Studio Associato,Business management consultant,,0832 072672,"Via Guglielmo Oberdan, 15",Copertino,,,,,,,,,,,
"Studio Guerra, Dott. Rag. Venanzio Guerra",Accountant,http://www.studioguerra.org/,0833 591795,"Via Vittorio Emanuele IIº, 64",Casarano,,,http,ASP.NET,No,Aruba-Hosting,81,74,91.00,Sì - Disponibile (200 OK),No
Studio Commerciale TMA | Dr. Margarito Marco - Dr. Trani Paolo,Accountant,,327 205 5058,"Piazza Umberto I, 1",Casarano,,,,,,,,,,,
Studio Consulenza Casto Palmina,Human resource consulting,,0833 512122,"Via Padova, 24",Casarano,,,,,,,,,,,
Dr. Alberto Casarano,Certified public accountant,http://www.studiocasarano.com/,0833 915802,"Via Fratelli Bandiera, 7",Taviano,,,http,Altro,No,WIDHost,100,100,91.00,Sì - Disponibile (200 OK),No
Studio CI.DA.S. sas di Danilo Cipressa & C.,Business to business service,,0832 179 5797,"Via IV Novembre, 20",Copertino,,,,,,,,,,,
STUDIO CAMISA SERVICE - Servizi di Patronato & Caf,Labor union,,338 843 0703,"Via Vittorio Emanuele III, 35",Copertino,,,,,,,,,,,
D'Andrea Giuseppa,Store,,0832 947219,"Via Giovanni Pascoli, 21",Copertino,,,,,,,,,,,
Nestola Mauro,Certified public accountant,,0832 526700,"Via Fratelli Bandiera, 32",Copertino,,,,,,,,,,,
Studio Cordella Carlo,Human resource consulting,,0832 932431,"Via Re Galantuomo, 82",Copertino,,,,,,,,,,,
Center Tecnica di Suppressa Fernando,Stationery store,,0832 933457,"Via Raffaello Sanzio, 134",Copertino,,,,,,,,,,,
"Studio Multiservice Studio,Caaf,Patronato,Rc Auto,contratti Luce Gas e Fotovoltaici.",Labor union,,334 884 9989,"Via Corsica, 235",Copertino,,,,,,,,,,,
Palumbo Bruno,Business management consultant,,0832 784509,"Via Vanini, 43",Squinzano,,,,,,,,,,,
Studio Dottor Costa & Associati Srl,Financial consultant,http://www.studiocostaeassociati.it/,0833 506821,"Via Filzi, 164",Matino,,,http,Altro,No,Aruba-Hosting-(Technorail),64,86,83.00,Sì - Disponibile (200 OK),No
Studio Prete 2.0 sas,Accountant,https://www.studioprete.eu/,0832 947089,"Via Cigliano, 15",Copertino,,pretefrancesca@yahoo.it,https,React,No,Aruba-Hosting-(Technorail),69,82,92.00,Sì - Disponibile (200 OK),No
Studio Barlettano,Accountant,,320 800 6699,"Via Pietro Maroncelli, 2",Copertino,,,,,,,,,,,
Studio Tributario Associato Dott. Fiore E Dott. Blasi,Accountant,,0832 781822,"Via Umberto I, 1",Squinzano,,,,,,,,,,,
Studio Aziendale Associato Rag. Gala - Ciurlia,Business management consultant,,0832 786435,"Via Roma, 34",Squinzano,,,,,,,,,,,
Servizi Tributari Trasmissioni ed Elaborazioni sas,Bookkeeping service,,0832 781487,"Via S. Giovanni Bosco, 44",Squinzano,,,,,,,,,,,
Mele Dott. Giuseppe Salvatore Commercialista,Accountant,,0832 930280,"Via Pietro Mascagni, 1",Copertino,,,,,,,,,,,
Studio Copertino - Agenzia Immobiliare,Real estate agency,http://www.studiocopertino.it/,0832 934459,"Via Re Galantuomo, 70",Copertino,,studiocopertinoimmobiliare@gmail.com,http,ASP.NET,No,ABDns-Hosting,59,88,85.00,Sì - Disponibile (200 OK),No
STUDIO MARIANO,Accountant,http://mariano.studio/,335 292 495,"Via Mogadiscio, 59",Copertino,,studioantoniomariano@gmail.com,http,PHP,No,WordPress.com-DNS,77,99,92.00,Sì - Disponibile (200 OK),No
Studio Raganato,Accounting firm,,0832 935477,"Via Regina Isabella, 23",Copertino,,,,,,,,,,,
"Tax, Accounting and Labor Specialists",Certified public accountant,,0836 565291,"Via Noha angolo, Via Lazio, 2",Galatina,,,,,,,,,,,
Studio Tributario Casilli,Certified public accountant,https://www.studiocasilli.it/,0832 782562,"Piazza Vittoria, 72/G",Squinzano,,,https,WordPress,No,Aruba-Hosting,65,96,85.00,Sì - Disponibile (200 OK),No
Studio Commerciale dott. Cascione Pietro Marco,Accountant,,328 266 3607,"Via Principessa Jolanda, 21/II piano",Galatina,,,,,,,,,,,
