Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Conversano Dr. Valerio,Consulente finanziario,,0832 601767,"Via Don A. Niccoli, 181",Carmiano,,,,,,,,,,,
Studio Tributario Associato Dott. Fiore E Dott. Blasi,Commercialista,,0832 781822,"Via Umberto I, 1",Squinzano,,,,,,,,,,,
Palumbo Bruno,Consulente aziendale,,0832 784509,"Via Vanini, 43",Squinzano,,,,,,,,,,,
Marino Massimiliano,Commercialista abilitato all'esercizio della professione,,0832 604586,"Via Gagliardina, 44",Carmiano,,,,,,,,,,,
D'Oria Dr. Francesco Commercialista,Commercialista,,0832 756657,"Via Cesare Braico, 9",Trepuzzi,,,,,,,,,,,
Servizi Tributari Trasmissioni ed Elaborazioni sas,Servizio di contabilità,,0832 781487,"Via S. Giovanni Bosco, 44",Squinzano,,,,,,,,,,,
Agenzia dei Servizi CAF Trepuzzi,Servizio di assistenza fiscale,,392 615 6030,"Via John Fitzgerald Kennedy, 77",Trepuzzi,,,,,,,,,,,
STUDIO DOTT.SSA ANNA CARETTO,Consulente del lavoro,,0832 520329,"Via Edificio Scolastico, 50",Trepuzzi,,,,,,,,,,,
Valzano Dr. Francesco,Consulente fiscale,,0832 755807,"Via Tiziano, 5",Trepuzzi,,,,,,,,,,,
Oliva Ermenegildo,Commercialista abilitato all'esercizio della professione,,0832 757618,"Via Stazione, 12",Trepuzzi,,,,,,,,,,,
Studio Perrone,Commercialista,,0832 092392,"Via Galvani Luigi, 2",Cavallino,,,,,,,,,,,
Commercialialista e Consulente del Lavoro Roberta Greco,Commercialista,,320 162 5697,"Via Cornelio Nepote, 38",Cavallino,,,,,,,,,,,
Studio Ingrosso,Consulente finanziario,,0832 612134,Via Mario Gorgoni 42,Cavallino,,,,,,,,,,,
Amodio Dr. Emilio,Commercialista abilitato all'esercizio della professione,,0832 612746,"Via de Giorgi Padre Gino, 28",Cavallino,,,,,,,,,,,
Baldan Nerio Studio Commercialista,Commercialista,,041 537 0585,"Via Fausta, 401/c",Cavallino-Treporti,,,,,,,,,,,
Studio Loris Zanella,Commercialista abilitato all'esercizio della professione,,041 966684,"Via Julia, 11",Cavallino-Treporti,,,,,,,,,,,
Caf Movimento Cristiano Lavoratori,Servizio di assistenza fiscale,,0832 612073,"Via Totaro Fila, 22",Cavallino,,,,,,,,,,,
Studio Legale Avv. Bevilacqua Giovanni,Avvocato,,0832 613056,"Via Totaro Fila, 36",Cavallino,,,,,,,,,,,
Studio Commerciale Dr. Esposito Marco Vinicio,Commercialista abilitato all'esercizio della professione,,0832 787907,"Via Maggiore Galliano, 44",Squinzano,,,,,,,,,,,
STUDIO MAZZOTTA & PARTNERS S.R.L.S. Dottori Commercialisti – Consulenti del Lavoro,Commercialista,https://www.studiomazzottaepartners.it/,0832 403193,"Via A. de Gasperi, 84",Carmiano,,info@studiomazzottaepartners.it,https,WordPress,No,Aruba S.p.A.,77,97,92.00,Sì,No
Olla Atzeni Giosue',Commercialista,,0832 910511,"Via della Libertà, 89",Leverano,,,,,,,,,,,
Cazzella Dr. Fernando Salvatore,Commercialista abilitato all'esercizio della professione,,0832 910883,"Via Cazzella Pompilio, 23",Leverano,,,,,,,,,,,
Lucio Tramacere - Dottore Commercialista - Revisore Legale,Commercialista,,339 646 6533,"Via Galileo Galilei, 48",Leverano,,,,,,,,,,,
Calasso Francesco,Commercialista,,0832 910967,"Via Dante Alighieri, 8",Leverano,,,,,,,,,,,
Cazzolla Fernando Antonio,Commercialista abilitato all'esercizio della professione,,0832 925543,"Via della Libertà, 8",Leverano,,,,,,,,,,,
STUDIO TARANTINO,Agenzia pratiche automobilistiche e nautiche,,0832 910102,"Via dei Tigli, 44",Leverano,,,,,,,,,,,
Studio Medico Associato Dei Dottori Vergine Rocco Savina Giacomo Mar,Medico di famiglia,,0832 911064,"Via Goito, 2",Leverano,,,,,,,,,,,
De Donno Dr. Carola,Commercialista abilitato all'esercizio della professione,,0832 344064,"Via T. Sallustio, 4",Cavallino,,,,,,,,,,,
PR Computer di Petrucci Girolamo,Negozio di computer,http://www.prcomputer.it/,0832 760265,"L.go Margherita, 2",Trepuzzi,,,http,React,No,Passepartout s.a.,59,69,82.00,Sì,No
Studio dr. Salvatore Rahino',Commercialista abilitato all'esercizio della professione,,0833 584627,"c/o Residence, Corso Italia, 40/C",Gallipoli,,,,,,,,,,,
Romano Avv. Giuseppe,Studio legale,,0832 911199,"P.za Fontana, 25",Leverano,,,,,,,,,,,
Venneri Dr. Giuseppe,Commercialista abilitato all'esercizio della professione,,0833 266161,"4 Via Giovanni Xxiii, Gallipoli, Le 73014",Gallipoli,,,,,,,,,,,
Caf Patronato - Associazione Aicon,Servizio di assistenza fiscale,http://www.aicon-aps.it/,0832 169 7599,"Via dell'Esercito, 25",Cavallino,,segnalailtuoproblema@aicon-aps.org,http,MODX,Sì,Aruba S.p.A.,74,81,92.00,Sì,No
Studio Tributario Casilli,Commercialista abilitato all'esercizio della professione,https://www.studiocasilli.it/,0832 782562,"Piazza Vittoria, 72/G",Squinzano,,,https,WordPress,No,Aruba S.p.A.,64,96,85.00,Sì,No
Piro Nicola - Dottore Commercialista,Commercialista abilitato all'esercizio della professione,,0833 263902,"Via C. di Cordova, 3/b",Gallipoli,,,,,,,,,,,
CARRA Prof. Dott. ANTONIO,Servizio di recupero dati,,0833 273533,"Via Lecce, 3",Gallipoli,,,,,,,,,,,
De Matteis Dr. Giovanni,Commercialista abilitato all'esercizio della professione,,0833 261108,"Via Mazzarella, 19",Gallipoli,,,,,,,,,,,
Sisinni Dr. Salvatore,Commercialista abilitato all'esercizio della professione,,0832 758248,"Via Sant'Angelo, 233",Trepuzzi,,,,,,,,,,,
Casto Fabiola,Commercialista,,0833 263368,"Corso Roma, 189",Gallipoli,,,,,,,,,,,
Dr. Negro Antonio,Commercialista abilitato all'esercizio della professione,,389 185 6490,"Corso Italia, 11",Gallipoli,,,,,,,,,,,
Maggio Dr. Cosimo,Commercialista abilitato all'esercizio della professione,,0833 261270,"Corso Italia, 5",Gallipoli,,,,,,,,,,,
Studio Tributario E Del Lavoro Nicola Selleri,Consulente finanziario,,0833 266786,"Via Bottai, 5",Gallipoli,,,,,,,,,,,
CAAF CGIL Puglia,Consulente fiscale,https://www.caafcgilpuglia.it/,0832 179 4211,"Via Cesare Battisti, 14",Trepuzzi,,info@caafcgilpuglia.it,https,WordPress,No,Netsons Network,38,79,77.00,Sì,No
"Consulente del Lavoro, Caf e Consulente Tributario CAIFFA GIANLUCA",Consulente,,347 723 0467,"Via Enrico Berlinguer, 20",Gallipoli,,,,,,,,,,,
Dr. Lovagnini Alfonso,Commercialista abilitato all'esercizio della professione,,0833 261520,"P.za Moro Aldo, 6",Gallipoli,,,,,,,,,,,
Di Cesare Gianna,Medico,,0833 264167,"Via Isabella D'Aragona, 5",Gallipoli,,,,,,,,,,,
Studio Ripa - Studio Carluccio,Consulente dell'impiego,,0833 201698,"Via Enrico Berlinguer, 34",Gallipoli,,,,,,,,,,,
Studio Legale Demitri,Avvocato,,0833 201200,"Via Carlo Goldoni, 25",Gallipoli,,,,,,,,,,,
Rampino Avv. Giuseppe Studio Legale,Avvocato generico,http://www.studiolegalerampino.it/,0832 756644,"Via Gaetano Brunetti, 57",Trepuzzi,,segreteria@studiolegalerampino.it,http,ASP.NET,No,Aruba S.p.A. Network,69,71,91.00,Sì,No
Sportello del Cittadino,Servizio di assistenza fiscale,,380 784 8728,"Via B. Ravenna, 2A",Gallipoli,,,,,,,,,,,
Nico Gianluca,Commercialista,,0833 867654,"Viale XXIV Maggio, 130",Galatone,,,,,,,,,,,
Studio Terragno,Consulente finanziario,,0833 865380,Via Montello,Galatone,,,,,,,,,,,
Nocco Marino,Commercialista abilitato all'esercizio della professione,,0833 867889,"Viale XXIV Maggio, 2",Galatone,,,,,,,,,,,
Studio RizzoTax&Law,Commercialista abilitato all'esercizio della professione,,0833 865261,"Via S. Luca, 122",Galatone,,,,,,,,,,,
Studio Legale Avv Matteo Sportelli,Servizi legali,,0833 864467,"Via Cairoli, 69",Galatone,,,,,,,,,,,
