Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Oliva Ermenegildo,Commercialista abilitato all'esercizio della professione,,0832 757618,"Via Stazione, 12",Trepuzzi,,,,,,,,,,,
Valzano Dr. Francesco,Consulente fiscale,,0832 755807,"Via Tiziano, 5",Trepuzzi,,,,,,,,,,,
Mele Dott. Giuseppe Salvatore Commercialista,Commercialista,,0832 930280,"Via Pietro Mascagni, 1",Copertino,,,,,,,,,,,
Studio Commerciale Pancosta,Commercialista abilitato all'esercizio della professione,,331 106 5672,"Via Bengasi, 100",Copertino,,,,,,,,,,,
Agenzia dei Servizi CAF Trepuzzi,Servizio di assistenza fiscale,,392 615 6030,"Via John Fitzgerald Kennedy, 77",Trepuzzi,,,,,,,,,,,
E.D.A. Elaborazione Dati Aziendali s.a.s. - Dott. Sandri Sandro,Commercialista abilitato all'esercizio della professione,,0832 932447,Via Don Rosario Trono,Copertino,,,,,,,,,,,
Sisinni Dr. Salvatore,Commercialista abilitato all'esercizio della professione,,0832 758248,"Via Sant'Angelo, 233",Trepuzzi,,,,,,,,,,,
Studio Barlettano,Commercialista,,320 800 6699,"Via Pietro Maroncelli, 2",Copertino,,,,,,,,,,,
STUDIO DOTT.SSA ANNA CARETTO,Consulente del lavoro,,0832 520329,"Via Edificio Scolastico, 50",Trepuzzi,,,,,,,,,,,
Nestola Mauro,Commercialista abilitato all'esercizio della professione,,0832 526700,"Via Fratelli Bandiera, 32",Copertino,,,,,,,,,,,
Studio Cordella Carlo,Consulente del lavoro,,0832 932431,"Via Re Galantuomo, 82",Copertino,,,,,,,,,,,
Studio CI.DA.S. sas di Danilo Cipressa & C.,Servizi per le imprese,,0832 179 5797,"Via IV Novembre, 20",Copertino,,,,,,,,,,,
Studio Prete S.A.S. Di Giancarlo Prete & C.,Consulente aziendale,,0832 947089,"Via IV Novembre, 104",Copertino,,,,,,,,,,,
Studio Legale Associato Camisa - Inguscio - Greco,Avvocato,,0832 948177,P.za del Popolo,Copertino,,,,,,,,,,,
D'Andrea Giuseppa,Negozio,,0832 947219,"Via Giovanni Pascoli, 21",Copertino,,,,,,,,,,,
Nocco Marino,Commercialista abilitato all'esercizio della professione,,0833 867889,"Viale XXIV Maggio, 2",Galatone,,,,,,,,,,,
Studio Terragno,Consulente finanziario,,0833 865380,Via Montello,Galatone,,,,,,,,,,,
Studio Legale Avv Matteo Sportelli,Servizi legali,,0833 864467,"Via Cairoli, 69",Galatone,,,,,,,,,,,
Studio RizzoTax&Law,Commercialista abilitato all'esercizio della professione,,0833 865261,"Via S. Luca, 122",Galatone,,,,,,,,,,,
caf,Commercialista,,339 179 9963,"Via Milano, 26.a",Galatone,,,,,,,,,,,
Studio Raganato,Società di servizi contabili,,0832 935477,"Via Regina Isabella, 23",Copertino,,,,,,,,,,,
STUDIO MARIANO,Commercialista,http://mariano.studio/,335 292 495,"Via Mogadiscio, 59",Copertino,,studioantoniomariano@gmail.com,http,WordPress,No,WordPress.com-DNS,78,99,92.00,Sì,No
Caf e Patronato Encal Cisal,Servizio di assistenza fiscale,,0833 186 0415,"Via Roma, 63",Galatone,,,,,,,,,,,
Petracca Dr. Antonio,Commercialista,,0833 865965,"Via Chiesa, 3",Galatone,,,,,,,,,,,
C D D Studio Associato,Consulente aziendale,,0832 072672,"Via Guglielmo Oberdan, 15",Copertino,,,,,,,,,,,
Studio Scrascia,Commercialista abilitato all'esercizio della professione,http://www.studioscrascia.it/,0833 865465,Via Raffaele Vaglio,Galatone,,,http,WordPress,No,Sconosciuto,95,100,100.00,Sì,No
Studio Copertino - Agenzia Immobiliare,Agenzia immobiliare,http://www.studiocopertino.it/,0832 934459,"Via Re Galantuomo, 70",Copertino,,studiocopertinoimmobiliare@gmail.com,http,ASP.NET,No,ABDns-Hosting,59,96,85.00,Sì,No
G & D Progetto Impresa E Servizi Aziendali Societa' Cooperativa,Consulente aziendale,,0833 865437,"Via XX Settembre, 180",Galatone,,,,,,,,,,,
STUDIO CAMISA SERVICE - Servizi di Patronato & Caf,Sindacato,,338 843 0703,"Via Vittorio Emanuele III, 35",Copertino,,,,,,,,,,,
Frisenda Salvatore Studio Commerciale E Del Lavoro,Consulente finanziario,,0832 967684,"Via Vincenzo Gioberti, 9",Veglie,,,,,,,,,,,
Studio Associato Ricciato - Rizzo (Dottori Commercialisti),Commercialista,,0832 194 3179,"Via Giosuè Carducci, 25",Veglie,,,,,,,,,,,
Rag. Mariano Pendinelli,Commercialista,,0832 966245,"Via Vittorio Veneto, 98",Veglie,,,,,,,,,,,
Studio Caputo S.R.L.,Commercialista,http://www.studiocaputo.com/,0833 862717,"Viale XXIV Maggio, 102",Galatone,,,http,Joomla,No,Sconosciuto,53,72,83.00,Sì,No
Nico Gianluca,Commercialista,,0833 867654,"Viale XXIV Maggio, 130",Galatone,,,,,,,,,,,
Studio Legale Musco,Avvocato,,328 694 8394,"Via Francesco Petrarca, 25",Veglie,,,,,,,,,,,
Studio Anna Barbara Poso Commercialista,Commercialista,,389 557 8157,"Corso Italia, 88",Campi Salentina,,,,,,,,,,,
Taurino dott. Pietro commercialista e revisore contabile,Commercialista,,0832 794740,"Viale Stazione, 40",Campi Salentina,,,,,,,,,,,
Liaci Giuseppe,Commercialista abilitato all'esercizio della professione,,0832 791482,"Viale de Palma N. Medaglia D'Oro, 22",Campi Salentina,,,,,,,,,,,
D'Oria Dr. Francesco Commercialista,Commercialista,,0832 756657,"Via Cesare Braico, 9",Trepuzzi,,,,,,,,,,,
CAAF CGIL Puglia,Consulente,https://www.caafcgilpuglia.it/,080 222 2312,"Via S. Sebastiano, 40",Galatone,,info@caafcgilpuglia.it,https,WordPress,No,Netsons,39,65,77.00,Sì,No
Studio Rizzato,Studio legale,,329 162 6719,"Via Lago di Cola, 22",Campi Salentina,,,,,,,,,,,
STUDIO LEGALE DI CANDIA,Studio legale,,0832 967378,P.zza Umberto I°,Veglie,,,,,,,,,,,
Schiavone Roberto,Consulente dell'impiego,,0832 794689,"Via Lombardia, 16",Campi Salentina,,,,,,,,,,,
Studio Tecnico De Bartolomeo,Ingegnere,http://www.studiotecnicodebartolomeo.it/,0832 968003,"Via Giuseppe Mazzini, 66",Veglie,,,http,Joomla,No,Sconosciuto,71,86,92.00,Sì,No
Studio Legale Coluccia,Studio legale,http://studiolegalecoluccia.net/,0832 968699,"Sito in, Via padre f. colelli",Veglie,,,http,Altro,No,GiDiNet,99,100,83.00,Sì,No
Caf Tutela Fiscale del Contribuente,Commercialista,,338 346 8711,"Corso Italia, 2A",Campi Salentina,,,,,,,,,,,
Studio MEDICI ASSOCIATI,Medico,,0832 791829,"Via Camillo Benso Conte di Cavour, 51/1",Campi Salentina,,,,,,,,,,,
Papa Pagliardini Dr. Gabriele,Commercialista,,0832 793920,"Via Calabria, 4",Campi Salentina,,,,,,,,,,,
Studio Commerciale Vetrugno - Patronato EPAS - CAF Italia Veglie,Servizio di assistenza fiscale,,329 853 5365,"Via Spani, 44",Veglie,,,,,,,,,,,
Serio Roberto,Consulente dell'impiego,,0832 791266,"Via Piergiorgio Frassati, 9",Campi Salentina,,,,,,,,,,,
Studio Legale Avv. Giulio Insalata,Studio legale,,0832 179 6599,"Via Luca Rosati, 33",Campi Salentina,,,,,,,,,,,
Studio Muscara Osvaldo,Commercialista,http://www.studiomuscara.it/,0836 552966,"Via Galatone, 44",Seclì,,osvaldomuscara@libero.it,http,WordPress,Sì,Sconosciuto,65,92,85.00,Sì,No
Ferilli Antonio Salvatore,Commercialista abilitato all'esercizio della professione,,0833 512816,"Via Bormida, 12",Casarano,,,,,,,,,,,
Studio amministrazione condominiale Schiavone Antonio,Servizio di amministrazione immobiliare,,327 994 2167,"Vico Trevisiano, 19",Campi Salentina,,,,,,,,,,,
Studio Toma Dott.ssa Claudia,Servizio di contabilità,,0833 502593,"Via Saluzzo, 44/A",Casarano,,,,,,,,,,,
Studio Avvocato Sforza,Avvocato,http://www.studioavvocatosforza.it/,333 486 4170,"Via Gian Domenico Borelli, 24",Campi Salentina,,,http,Altro,No,Sconosciuto,100,100,83.00,Sì,Sì
"Studio Stefàno, Commercialista e Revisore Contabile",Commercialista,,0833 591794,"Via Pancaldo, 1",Casarano,,,,,,,,,,,
"Studio Legale Avv.ti Claudio Rizzelli, Rita Rizzelli e Fernando Barbara",Avvocato,https://studiorizzelli.bdf.land/,0832 948539,"Via Mariano Cosimo, 118",Copertino,,studiorizzelli@hotmail.com,https,Altro,No,Sconosciuto,70,92,92.00,Sì,No
Studio Commerciale TMA | Dr. Margarito Marco - Dr. Trani Paolo,Commercialista,,327 205 5058,"Piazza Umberto I, 1",Casarano,,,,,,,,,,,
