Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Aprile Studio Tributario,Commercialista,,0833 543056,"Via Botallo, 24",Tricase,,,,,,,,,,,
CED STUDIO MUSARO' - Dott.ssa Maria Concetta Musarò,Commercialista abilitato all'esercizio della professione,,0833 546667,Via San Tommaso d'Aquino,Tricase,,,,,,,,,,,
Studio Dott. Cesare Cazzato,Commercialista,,327 207 7991,"Via Umberto I, 101",Tricase,,,,,,,,,,,
Studio Commercialista Dott. Massimo Zottola,Commercialista,,388 742 7264,"Via Roberto Ardigò, 3",Tricase,,,,,,,,,,,
Studio Calignano,Consulente del lavoro,,347 493 6627,"Via Leonardo Botallo‬, 1",Tricase,,,,,,,,,,,
Studio SODERO Commercialista - Dott.ssa Francesca Sodero,Commercialista,,388 493 1970,"Via Umberto I, 52",Tricase,,,,,,,,,,,
Studio Dott. Renato Erminio,Consulente del lavoro,,0833 544635,"Via Umberto I, 101",Tricase,,,,,,,,,,,
Studio Commerciale Dr. Esposito Marco Vinicio,Commercialista abilitato all'esercizio della professione,,0832 787907,"Via Maggiore Galliano, 44",Squinzano,,,,,,,,,,,
Russo Salvatore Angelo,Commercialista abilitato all'esercizio della professione,,0833 772072,"Via Umberto I, 48",Tricase,,,,,,,,,,,
Studio Tributario Associato Dott. Fiore E Dott. Blasi,Commercialista,,0832 781822,"Via Umberto I, 1",Squinzano,,,,,,,,,,,
Dr. Negro Antonio,Commercialista abilitato all'esercizio della professione,,389 185 6490,"Corso Italia, 11",Gallipoli,,,,,,,,,,,
CARRA Prof. Dott. ANTONIO,Servizio di recupero dati,,0833 273533,"Via Lecce, 3",Gallipoli,,,,,,,,,,,
Piro Nicola - Dottore Commercialista,Commercialista abilitato all'esercizio della professione,,0833 263902,"Via C. di Cordova, 3/b",Gallipoli,,,,,,,,,,,
Venneri Dr. Giuseppe,Commercialista abilitato all'esercizio della professione,,0833 266161,"4 Via Giovanni Xxiii, Gallipoli, Le 73014",Gallipoli,,,,,,,,,,,
Studio dr. Salvatore Rahino',Commercialista abilitato all'esercizio della professione,,0833 584627,"c/o Residence, Corso Italia, 40/C",Gallipoli,,,,,,,,,,,
Studio commerciale e tributario dott. Fabio Ruberto,Commercialista,http://www.studioruberto.com/,0833 772216,"Via Stella D'Italia, 61",Tricase,,info@studioruberto.com,http,ASP.NET,No,Sconosciuto,100,0,82.00,Sì,No
Servizi Tributari Trasmissioni ed Elaborazioni sas,Servizio di contabilità,,0832 781487,"Via S. Giovanni Bosco, 44",Squinzano,,,,,,,,,,,
"Consulente del Lavoro, Caf e Consulente Tributario CAIFFA GIANLUCA",Consulente,,347 723 0467,"Via Enrico Berlinguer, 20",Gallipoli,,,,,,,,,,,
De Matteis Dr. Giovanni,Commercialista abilitato all'esercizio della professione,,0833 261108,"Via Mazzarella, 19",Gallipoli,,,,,,,,,,,
Maggio Dr. Cosimo,Commercialista abilitato all'esercizio della professione,,0833 261270,"Corso Italia, 5",Gallipoli,,,,,,,,,,,
Dr. Lovagnini Alfonso,Commercialista abilitato all'esercizio della professione,,0833 261520,"P.za Moro Aldo, 6",Gallipoli,,,,,,,,,,,
Schimera Claudio,Commercialista abilitato all'esercizio della professione,,0833 543817,"Via Alessandro Manzoni, 2",Tricase,,,,,,,,,,,
Passiatore Luigi & Associati,Commercialista abilitato all'esercizio della professione,,0832 363693,"Via Brenta, 79",Surbo,,,,,,,,,,,
Pagliarini M. & Partners Studio Associato Consulenti Del Lavoro,Consulente dell'impiego,,0833 266388,"Via Unione Militare, 8",Gallipoli,,,,,,,,,,,
Studio Tributario E Del Lavoro Nicola Selleri,Consulente finanziario,,0833 266786,"Via Bottai, 5",Gallipoli,,,,,,,,,,,
"Studio caaf ,multi servizi",Falegname,,340 524 4747,"Via Federico Confalonieri, 52",Surbo,,,,,,,,,,,
Studio Dottore Commercialista Agostino De Giorgi,Commercialista,,320 648 4648,"Via Giovanni Gentile, 17",Tricase,,,,,,,,,,,
Studio Commerciale Dott. Giuri Amedeo,Commercialista abilitato all'esercizio della professione,,0836 554504,"Viale della Libertà, 87",Aradeo,,,,,,,,,,,
STUDIO DENTISTICO Dr. DE FRANCESCO MAURIZIO,Dentista,,388 998 9791,"Via Montello, 15",Giuggianello,,,,,,,,,,,
Trattoria Il Palazzo Di Antonaci Andrea,Ristorante di pesce,,339 305 3537,"Via G. Mazzini, 14",Giuggianello,,,,,,,,,,,
Studio Tributario Casilli,Commercialista abilitato all'esercizio della professione,https://www.studiocasilli.it/,0832 782562,"Piazza Vittoria, 72/G",Squinzano,,,https,WordPress,No,Sconosciuto,63,97,85.00,Sì,No
Studio Ass.To Dott.Ri Caroppo Claudio-Paiano Luigi,Commercialista abilitato all'esercizio della professione,http://www.caroppo.com/,0836 460460,"Via Brenta, 32",Maglie,,info@caroppo.com,http,ASP.NET,No,Sconosciuto,98,100,91.00,Sì,No
Studio Associato Giulitto,Commercialista abilitato all'esercizio della professione,,080 634773,"Via Damiano Chiesa, 53",Bitritto,,,,,,,,,,,
"IQOS RESELLER - Tabaccheria Caroppo, Giuggianello",Tabaccheria,,0836 341510,"Via Roma, 34",Giuggianello,,,,,,,,,,,
Benegiamo&Associati Dottori Commercialisti,Commercialista abilitato all'esercizio della professione,http://www.benegiamoassociati.it/,0836 444977,"Via Scorrano, 135",Maglie,,,http,Joomla,Sì,Register.it-Hosting,65,96,100.00,Sì,No
Palumbo Bruno,Consulente aziendale,,0832 784509,"Via Vanini, 43",Squinzano,,,,,,,,,,,
Massaro Dr. Antonio,Commercialista abilitato all'esercizio della professione,,0836 485004,"Corso Cavour, 38",Maglie,,,,,,,,,,,
Studio Di Consulenza Aziendale Del Dr. Salvatore Paolo Guglielmo Dr.,Consulente aziendale,,0836 483407,"Via Indipendenza, 31",Maglie,,,,,,,,,,,
CAAF CGIL Puglia,Consulente fiscale,https://www.caafcgilpuglia.it/,0832 183 4433,"Via Dante Alighieri, 139",Squinzano,,info@caafcgilpuglia.it,https,WordPress,No,Netsons,37,70,77.00,Sì,No
De Giuseppe Dr. Fausto,Commercialista abilitato all'esercizio della professione,,0836 428230,"Via Giuseppe Pisanelli, 23",Maglie,,,,,,,,,,,
Studio Di Consulenza Dott. Giannachi Pier Luigi,Commercialista,http://www.studiogiannachi.it/index.html,0836 320026,"Via Coriolano, 3",Corigliano d'Otranto,,,http,Shopify,No,Sconosciuto,36,56,82.00,Sì,No
Studio dott. Gianfreda Aldo Commercialista,Commercialista,,0836 315543,"Via Gioacchino Murat, n.6",Maglie,,,,,,,,,,,
Comune Di Giuggianello,Municipio,,0836 444920,"Piazza degli Eroi, 13",Giuggianello,,,,,,,,,,,
Centro di Cultura Sociale e di Ricerche,Organizzazione non profit,https://www.centrodiculturagiuggianello.com/chi-siamo,0836 444266,"Via Roma, 22",Giuggianello,,ccsr.giuggianello@gmail.com,https,Wix,Sì,Sconosciuto,80,97,100.00,Sì,No
Studio Associato Romano,Commercialista abilitato all'esercizio della professione,,0836 312942,"Via Luigi Einaudi, 1",Maglie,,,,,,,,,,,
Casto Fabiola,Commercialista,,0833 263368,"Corso Roma, 189",Gallipoli,,,,,,,,,,,
Stefanizzi Rag. Stefano,Commercialista,,0836 427539,"Via Indipendenza, 36",Maglie,,,,,,,,,,,
Colazzo & Partners Studio Associato,Consulente,,0836 315825,"Via Cesare Battisti, 67",Maglie,,,,,,,,,,,
Studio Riccardo di Dott.ssa Maria Grazia Riccardo,Commercialista,http://www.studioriccardo.it/,333 753 9425,"Via Vittorio Veneto, 81",Maglie,,fernando.stifani@gmaill.com,http,ASP.NET,No,Sconosciuto,71,93,92.00,Sì,No
Numisma Commercialisti Associati,Commercialista abilitato all'esercizio della professione,,0836 428167,"Via Ospedale, 26",Maglie,,,,,,,,,,,
Studio Commercialista Refolo,Commercialista,,0836 424628,"Via Oronzo De Donno, 14",Maglie,,,,,,,,,,,
Solombrino Antonio,Consulente dell'impiego,,0836 312848,"Via Brenta, 38",Maglie,,,,,,,,,,,
Papagno Dr Antonio,Commercialista,,0836 309142,"Via Vittorio Emanuele, 51",Maglie,,,,,,,,,,,
Carpentieri Dr. Ivano,Commercialista abilitato all'esercizio della professione,,0832 349650,"Via Giovan Leonardo Marugi, 15",Lecce,,,,,,,,,,,
CAF PATRONATO SINDACATO SINALP - SURBO,Sindacato,https://www.cafpatronatolecce.com/,351 702 6268,"Via D'Aurio, 16",Surbo,,PROVINCIALELECCE@SINALP.IT,https,React,Sì,Sconosciuto,57,90,100.00,Sì,No
Presicce Dr. Vincenzo,Commercialista abilitato all'esercizio della professione,,0836 484718,"Via Giuseppe Mazzini, 46",Maglie,,,,,,,,,,,
Studio Sigma,Ingegnere ambientale,http://www.studiosigma.org/,349 301 9461,"Via Ernesto Sticchi, 2",Maglie,,,http,WordPress,Sì,Sconosciuto,67,77,92.00,Sì,No
Montagna Carlo,Commercialista abilitato all'esercizio della professione,,0836 484329,"18 Via Nisi Capitano Elio, Maglie, Le 73024",Maglie,,,,,,,,,,,
Studio Commercialista Lecce - Dott. Angelo Blasi,Commercialista abilitato all'esercizio della professione,https://www.studioblasi.it/,0832 343730,"Via di Leuca, 237",Lecce,,studioblasiangelo@libero.it,https,Angular,Sì,Keliweb,73,92,100.00,Sì,No
Ernesto Toma & Partners,Commercialista abilitato all'esercizio della professione,http://www.studiotomaernesto.it/,0836 483398,"Via Toma Gioacchino, 25",Maglie,,ernestotoma.studio@gmail.com,http,Altro,No,Aruba Hosting,74,81,92.00,Sì,No
Scrascia Franca,Commercialista abilitato all'esercizio della professione,,0836 427765,"Via Alcide De Gasperi, 38",Maglie,,,,,,,,,,,
Studio De Bartolomeis Dr. Alessandro,Commercialista abilitato all'esercizio della professione,,0832 314805,"Via Fiesole, 48",Lecce,,,,,,,,,,,
Rosario D'Aurelio - Studio D'Aurelio Commercialisti,Commercialista,https://www.studiodaurelio.it/,0836 427852,"Via Conciliazione, 18",Maglie,,info@studiodaurelio.it,https,Joomla,Sì,Register.it-Hosting,61,64,92.00,Sì,No
Studio Tamborrino - Professionisti Associati - Antonio Tamborrino e Giuseppe Tamborrino,Commercialista,,0832 309514,"Via Vittorio Bachelet, 35",Lecce,,,,,,,,,,,
Studio Tributario Calabrese Dr. Pier Paolo,Consulente fiscale,http://studiocalabrese.net/,0832 342881,"Viale Aldo Moro, 22",Lecce,,studiocalabrese@legalmail.it,http,React,Sì,Aruba Hosting,48,72,100.00,Sì,No
Commercialista Alessio D. & Partners,Commercialista,https://www.studioalessio.eu/,0832 152 8395,"Viale Giovanni Paolo II, 11",Lecce,,,https,Blogger,Sì,Sconosciuto,88,93,92.00,Sì,No
Marchetti Studio Associato,Società di servizi contabili,,0832 317312,Via Giuseppe Parini,Lecce,,,,,,,,,,,
Bellantone Dr. Massimo,Commercialista abilitato all'esercizio della professione,,0832 308014,"Via Merine, 21",Lecce,,,,,,,,,,,
