Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Rag. Mariano Pendinelli,Commercialista,,0832 966245,"Via Vittorio Veneto, 98",Veglie,,,,,,,,,,,
Frisenda Salvatore Studio Commerciale E Del Lavoro,Consulente finanziario,,0832 967684,"Via Vincenzo Gioberti, 9",Veglie,,,,,,,,,,,
STUDIO DOTT.SSA ANNA CARETTO,Consulente del lavoro,,0832 520329,"Via Edificio Scolastico, 50",Trepuzzi,,,,,,,,,,,
STUDIO LEGALE DI CANDIA,Studio legale,,0832 967378,P.zza Umberto I°,Veglie,,,,,,,,,,,
Studio Commerciale Vetrugno - Patronato EPAS - CAF Italia Veglie,Servizio di assistenza fiscale,,329 853 5365,"Via Spani, 44",Veglie,,,,,,,,,,,
Studio Legale Musco,Avvocato,,328 694 8394,"Via Francesco Petrarca, 25",Veglie,,,,,,,,,,,
Valzano Dr. Francesco,Consulente fiscale,,0832 755807,"Via Tiziano, 5",Trepuzzi,,,,,,,,,,,
Oliva Ermenegildo,Commercialista abilitato all'esercizio della professione,,0832 757618,"Via Stazione, 12",Trepuzzi,,,,,,,,,,,
Sisinni Dr. Salvatore,Commercialista abilitato all'esercizio della professione,,0832 758248,"Via Sant'Angelo, 233",Trepuzzi,,,,,,,,,,,
Studio Associato Ricciato - Rizzo (Dottori Commercialisti),Commercialista,,0832 194 3179,"Via Giosuè Carducci, 25",Veglie,,,,,,,,,,,
Studio Commerciale Dr. Esposito Marco Vinicio,Commercialista abilitato all'esercizio della professione,,0832 787907,"Via Maggiore Galliano, 44",Squinzano,,,,,,,,,,,
Studio Tributario Associato Dott. Fiore E Dott. Blasi,Commercialista,,0832 781822,"Via Umberto I, 1",Squinzano,,,,,,,,,,,
Servizi Tributari Trasmissioni ed Elaborazioni sas,Servizio di contabilità,,0832 781487,"Via S. Giovanni Bosco, 44",Squinzano,,,,,,,,,,,
Cazzella Dr. Fernando Salvatore,Commercialista abilitato all'esercizio della professione,,0832 910883,"Via Cazzella Pompilio, 23",Leverano,,,,,,,,,,,
Calasso Francesco,Commercialista,,0832 910967,"Via Dante Alighieri, 8",Leverano,,,,,,,,,,,
Lucio Tramacere - Dottore Commercialista - Revisore Legale,Commercialista,,339 646 6533,"Via Galileo Galilei, 48",Leverano,,,,,,,,,,,
Damanzo Vittorio Suppressa Annarita Studio Associato Commercialisti,Commercialista abilitato all'esercizio della professione,,0832 910325,"Via Filippo Turati, 1",Leverano,,,,,,,,,,,
Cazzolla Fernando Antonio,Commercialista abilitato all'esercizio della professione,,0832 925543,"Via della Libertà, 8",Leverano,,,,,,,,,,,
Studio Tecnico De Bartolomeo,Ingegnere,http://www.studiotecnicodebartolomeo.it/,0832 968003,"Via Giuseppe Mazzini, 66",Veglie,,,http,Joomla,No,Provider non riconosciuto da WHOIS,71,86,92.00,Sì,No
Agenzia dei Servizi CAF Trepuzzi,Servizio di assistenza fiscale,,392 615 6030,"Via John Fitzgerald Kennedy, 77",Trepuzzi,,,,,,,,,,,
Studio Toma Dott.ssa Claudia,Servizio di contabilità,,0833 502593,"Via Saluzzo, 44/A",Casarano,,,,,,,,,,,
Palumbo Bruno,Consulente aziendale,,0832 784509,"Via Vanini, 43",Squinzano,,,,,,,,,,,
Ferilli Antonio Salvatore,Commercialista abilitato all'esercizio della professione,,0833 512816,"Via Bormida, 12",Casarano,,,,,,,,,,,
Studio Commercialista Dott. Roberto My,Commercialista,http://www.myroberto.com/,0832 911124,"Via dell'Uva, 30",Leverano,,studio@myroberto.com,http,Altro,No,Provider non riconosciuto da WHOIS,100,100,91.00,Sì,No
"Studio Stefàno, Commercialista e Revisore Contabile",Commercialista,,0833 591794,"Via Pancaldo, 1",Casarano,,,,,,,,,,,
CAAF CGIL Puglia,Consulente,https://www.caafcgilpuglia.it/,0832 970278,"Via Giuseppe Mazzini, 39",Veglie,,info@caafcgilpuglia.it,https,WordPress,No,Netsons,40,78,77.00,Sì,No
D'Oria Dr. Francesco Commercialista,Commercialista,,0832 756657,"Via Cesare Braico, 9",Trepuzzi,,,,,,,,,,,
Olla Atzeni Giosue',Commercialista,,0832 910511,"Via della Libertà, 89",Leverano,,,,,,,,,,,
Dott. Fedele Coluccia,Commercialista abilitato all'esercizio della professione,,0833 513300,"Via Ubaldo D'Astore, 12",Casarano,,,,,,,,,,,
